shipment_id,expected_eta_hours,actual_hours,sla_utilization,breach_probability,risk_level
SHIP-2026-09029,72,913.32,12.685,0.808,CRITICAL
SHIP-2026-09030,49,157.58,3.216,0.828,CRITICAL
SHIP-2026-09031,31,839.45,27.079,0.99,CRITICAL
SHIP-2026-09032,85,76.2,0.896,0.626,HIGH
SHIP-2026-09033,105,699.88,6.666,0.984,CRITICAL
SHIP-2026-09034,66,527.83,7.997,0.935,CRITICAL
SHIP-2026-09035,69,1074.6,15.574,0.911,CRITICAL
SHIP-2026-09036,44,689.92,15.68,0.931,CRITICAL
SHIP-2026-09037,52,182.45,3.509,0.792,CRITICAL
SHIP-2026-09038,86,760.45,8.842,0.909,CRITICAL
SHIP-2026-09039,55,1004.05,18.255,0.822,CRITICAL
SHIP-2026-09040,25,71.8,2.872,0.801,CRITICAL
SHIP-2026-09041,108,1064.02,9.852,0.861,CRITICAL
SHIP-2026-09042,28,25.53,0.912,0.501,HIGH
SHIP-2026-09043,79,1209.4,15.309,0.793,CRITICAL
SHIP-2026-09044,114,709.17,6.221,0.982,CRITICAL
SHIP-2026-09045,51,2.42,0.047,0.137,LOW
SHIP-2026-09046,27,906.13,33.56,0.86,CRITICAL
SHIP-2026-09047,44,454.02,10.319,0.787,CRITICAL
SHIP-2026-09048,81,310.12,3.829,0.756,CRITICAL
SHIP-2026-09049,44,5.47,0.124,0.121,LOW
SHIP-2026-09050,54,67.53,1.251,0.889,CRITICAL
SHIP-2026-09051,56,894.32,15.97,0.826,CRITICAL
SHIP-2026-09052,90,330.2,3.669,0.882,CRITICAL
SHIP-2026-09053,69,570.53,8.269,0.85,CRITICAL
SHIP-2026-09054,21,1293.47,61.594,0.889,CRITICAL
SHIP-2026-09055,52,817.4,15.719,0.949,CRITICAL
SHIP-2026-09056,62,764.9,12.337,0.84,CRITICAL
SHIP-2026-09057,35,1144.87,32.711,0.864,CRITICAL
SHIP-2026-09058,55,143.12,2.602,0.855,CRITICAL
SHIP-2026-09059,54,395.32,7.321,0.814,CRITICAL
SHIP-2026-09060,26,266.15,10.237,0.769,CRITICAL
SHIP-2026-09061,70,454.22,6.489,0.99,CRITICAL
SHIP-2026-09062,71,527.95,7.436,0.728,HIGH
SHIP-2026-09063,38,974.17,25.636,0.802,CRITICAL
SHIP-2026-09064,72,1129.48,15.687,0.869,CRITICAL
SHIP-2026-09065,110,565.5,5.141,0.99,CRITICAL
SHIP-2026-09066,44,1363.32,30.985,0.879,CRITICAL
SHIP-2026-09067,40,1215.58,30.389,0.866,CRITICAL
SHIP-2026-09068,62,336.0,5.419,0.867,CRITICAL
SHIP-2026-09069,69,580.72,8.416,0.797,CRITICAL
SHIP-2026-09070,89,690.48,7.758,0.82,CRITICAL
SHIP-2026-09071,68,62.97,0.926,0.509,HIGH
SHIP-2026-09072,25,246.8,9.872,0.949,CRITICAL
SHIP-2026-09073,83,271.17,3.267,0.822,CRITICAL
SHIP-2026-09074,67,943.28,14.079,0.92,CRITICAL
SHIP-2026-09075,26,1322.8,50.877,0.919,CRITICAL
SHIP-2026-09076,55,635.63,11.557,0.784,CRITICAL
SHIP-2026-09077,34,1321.02,38.854,0.868,CRITICAL
SHIP-2026-09078,18,617.62,34.312,0.824,CRITICAL
SHIP-2026-09079,27,1431.27,53.01,0.775,CRITICAL
SHIP-2026-09080,65,1027.68,15.81,0.945,CRITICAL
SHIP-2026-09081,29,86.42,2.98,0.811,CRITICAL
SHIP-2026-09082,84,47.95,0.571,0.066,LOW
SHIP-2026-09083,55,1162.32,21.133,0.826,CRITICAL
SHIP-2026-09084,16,32.32,2.02,0.727,HIGH
SHIP-2026-09085,56,364.67,6.512,0.729,HIGH
SHIP-2026-09086,108,123.13,1.14,0.801,CRITICAL
SHIP-2026-09087,84,1147.55,13.661,0.782,CRITICAL
SHIP-2026-09088,26,10.73,0.413,0.106,LOW
SHIP-2026-09089,48,878.82,18.309,0.81,CRITICAL
SHIP-2026-09090,20,643.03,32.151,0.735,HIGH
SHIP-2026-09091,61,1217.08,19.952,0.933,CRITICAL
SHIP-2026-09092,63,831.75,13.202,0.91,CRITICAL
SHIP-2026-09093,84,71.7,0.854,0.638,HIGH
SHIP-2026-09094,67,496.28,7.407,0.851,CRITICAL
SHIP-2026-09095,86,711.3,8.271,0.853,CRITICAL
SHIP-2026-09096,35,1375.5,39.3,0.737,HIGH
SHIP-2026-09097,82,230.25,2.808,0.814,CRITICAL
SHIP-2026-09098,18,425.98,23.666,0.733,HIGH
SHIP-2026-09099,80,139.55,1.744,0.938,CRITICAL
SHIP-2026-09100,53,664.17,12.532,0.907,CRITICAL
SHIP-2026-09101,62,1257.1,20.276,0.759,CRITICAL
SHIP-2026-09102,105,256.57,2.444,0.738,HIGH
SHIP-2026-09103,33,1060.73,32.143,0.854,CRITICAL
SHIP-2026-09104,24,722.5,30.104,0.917,CRITICAL
SHIP-2026-09105,64,567.45,8.866,0.785,CRITICAL
SHIP-2026-09106,78,1403.63,17.995,0.744,HIGH
SHIP-2026-09107,120,341.1,2.843,0.924,CRITICAL
SHIP-2026-09108,60,58.7,0.978,0.67,HIGH
SHIP-2026-09109,60,1255.7,20.928,0.833,CRITICAL
SHIP-2026-09110,32,437.38,13.668,0.808,CRITICAL
SHIP-2026-09111,37,597.97,16.161,0.84,CRITICAL
SHIP-2026-09112,80,1317.03,16.463,0.907,CRITICAL
SHIP-2026-09113,60,423.27,7.054,0.891,CRITICAL
SHIP-2026-09114,50,1322.57,26.451,0.859,CRITICAL
SHIP-2026-09115,68,15.82,0.233,0.149,LOW
SHIP-2026-09116,29,1280.55,44.157,0.807,CRITICAL
SHIP-2026-09117,54,432.95,8.018,0.949,CRITICAL
SHIP-2026-09118,74,720.47,9.736,0.91,CRITICAL
SHIP-2026-09119,27,99.53,3.686,0.837,CRITICAL
SHIP-2026-09120,53,1438.77,27.147,0.806,CRITICAL
SHIP-2026-09121,102,34.93,0.342,0.142,LOW
SHIP-2026-09122,84,985.57,11.733,0.913,CRITICAL
SHIP-2026-09123,75,1068.18,14.242,0.913,CRITICAL
SHIP-2026-09124,51,1151.63,22.581,0.855,CRITICAL
SHIP-2026-09125,45,1453.78,32.306,0.727,HIGH
SHIP-2026-09126,45,505.67,11.237,0.799,CRITICAL
SHIP-2026-09127,109,1315.15,12.066,0.978,CRITICAL
SHIP-2026-09128,43,733.95,17.069,0.762,CRITICAL
SHIP-2026-09129,117,627.98,5.367,0.93,CRITICAL
SHIP-2026-09130,20,1210.48,60.524,0.778,CRITICAL
SHIP-2026-09131,48,219.3,4.569,0.904,CRITICAL
SHIP-2026-09132,46,668.8,14.539,0.852,CRITICAL
SHIP-2026-09133,38,593.17,15.61,0.741,HIGH
SHIP-2026-09134,56,525.02,9.375,0.94,CRITICAL
SHIP-2026-09135,63,453.02,7.191,0.803,CRITICAL
SHIP-2026-09136,20,890.1,44.505,0.871,CRITICAL
SHIP-2026-09137,57,1168.55,20.501,0.832,CRITICAL
SHIP-2026-09138,73,27.45,0.376,0.057,LOW
SHIP-2026-09139,106,1063.33,10.031,0.849,CRITICAL
SHIP-2026-09140,46,216.88,4.715,0.873,CRITICAL
SHIP-2026-09141,83,840.77,10.13,0.825,CRITICAL
SHIP-2026-09142,77,1233.9,16.025,0.82,CRITICAL
SHIP-2026-09143,66,934.73,14.163,0.882,CRITICAL
SHIP-2026-09144,27,860.62,31.875,0.898,CRITICAL
SHIP-2026-09145,41,355.57,8.672,0.909,CRITICAL
SHIP-2026-09146,29,907.68,31.299,0.819,CRITICAL
SHIP-2026-09147,58,833.92,14.378,0.85,CRITICAL
SHIP-2026-09148,23,64.73,2.814,0.879,CRITICAL
SHIP-2026-09149,80,663.55,8.294,0.868,CRITICAL
SHIP-2026-09150,41,714.58,17.429,0.84,CRITICAL
SHIP-2026-09151,91,469.62,5.161,0.99,CRITICAL
SHIP-2026-09152,33,395.53,11.986,0.848,CRITICAL
SHIP-2026-09153,85,1150.53,13.536,0.811,CRITICAL
SHIP-2026-09154,24,755.55,31.481,0.825,CRITICAL
SHIP-2026-09155,55,1070.32,19.46,0.99,CRITICAL
SHIP-2026-09156,106,815.47,7.693,0.91,CRITICAL
SHIP-2026-09157,41,1.25,0.03,0.129,LOW
SHIP-2026-09158,29,965.55,33.295,0.726,HIGH
SHIP-2026-09159,65,1393.75,21.442,0.886,CRITICAL
SHIP-2026-09160,61,1240.07,20.329,0.917,CRITICAL
SHIP-2026-09161,83,26.58,0.32,0.134,LOW
SHIP-2026-09162,42,1036.72,24.684,0.785,CRITICAL
SHIP-2026-09163,70,1184.57,16.922,0.938,CRITICAL
SHIP-2026-09164,25,292.13,11.685,0.828,CRITICAL
SHIP-2026-09165,82,1358.3,16.565,0.822,CRITICAL
SHIP-2026-09166,45,783.78,17.417,0.915,CRITICAL
SHIP-2026-09167,37,1234.02,33.352,0.984,CRITICAL
SHIP-2026-09168,44,1102.3,25.052,0.934,CRITICAL
SHIP-2026-09169,83,917.93,11.059,0.937,CRITICAL
SHIP-2026-09170,44,111.38,2.531,0.813,CRITICAL
SHIP-2026-09171,115,1437.53,12.5,0.887,CRITICAL
SHIP-2026-09172,80,331.62,4.145,0.942,CRITICAL
SHIP-2026-09173,69,1052.3,15.251,0.772,CRITICAL
SHIP-2026-09174,67,1005.7,15.01,0.736,HIGH
SHIP-2026-09175,38,1438.42,37.853,0.845,CRITICAL
SHIP-2026-09176,91,759.1,8.342,0.978,CRITICAL
SHIP-2026-09177,41,281.65,6.87,0.869,CRITICAL
SHIP-2026-09178,65,412.2,6.342,0.845,CRITICAL
SHIP-2026-09179,81,424.63,5.242,0.853,CRITICAL
SHIP-2026-09180,44,504.38,11.463,0.818,CRITICAL
SHIP-2026-09181,97,512.53,5.284,0.943,CRITICAL
SHIP-2026-09182,35,561.83,16.052,0.85,CRITICAL
SHIP-2026-09183,77,1403.22,18.224,0.864,CRITICAL
SHIP-2026-09184,57,991.75,17.399,0.809,CRITICAL
SHIP-2026-09185,37,715.45,19.336,0.742,HIGH
SHIP-2026-09186,77,241.1,3.131,0.884,CRITICAL
SHIP-2026-09187,55,1051.47,19.118,0.791,CRITICAL
SHIP-2026-09188,74,1343.87,18.16,0.79,CRITICAL
SHIP-2026-09189,35,939.7,26.849,0.831,CRITICAL
SHIP-2026-09190,50,531.7,10.634,0.897,CRITICAL
SHIP-2026-09191,91,679.05,7.462,0.963,CRITICAL
SHIP-2026-09192,54,287.52,5.324,0.836,CRITICAL
SHIP-2026-09193,23,123.08,5.351,0.888,CRITICAL
SHIP-2026-09194,44,1130.02,25.682,0.922,CRITICAL
SHIP-2026-09195,91,1339.72,14.722,0.858,CRITICAL
SHIP-2026-09196,34,153.52,4.515,0.758,CRITICAL
SHIP-2026-09197,101,650.88,6.444,0.977,CRITICAL
SHIP-2026-09198,41,1410.98,34.414,0.812,CRITICAL
SHIP-2026-09199,50,309.97,6.199,0.946,CRITICAL
SHIP-2026-09200,56,1410.2,25.182,0.937,CRITICAL
SHIP-2026-09201,44,526.37,11.963,0.775,CRITICAL
SHIP-2026-09202,28,243.45,8.695,0.935,CRITICAL
SHIP-2026-09203,58,874.2,15.072,0.903,CRITICAL
SHIP-2026-09204,28,748.33,26.726,0.801,CRITICAL
SHIP-2026-09205,110,1311.7,11.925,0.859,CRITICAL
SHIP-2026-09206,32,45.25,1.414,0.731,HIGH
SHIP-2026-09207,52,602.78,11.592,0.924,CRITICAL
SHIP-2026-09208,23,1047.87,45.56,0.743,HIGH
SHIP-2026-09209,115,861.05,7.487,0.896,CRITICAL
SHIP-2026-09210,86,886.65,10.31,0.811,CRITICAL
SHIP-2026-09211,79,915.75,11.592,0.842,CRITICAL
SHIP-2026-09212,62,395.02,6.371,0.855,CRITICAL
SHIP-2026-09213,31,976.68,31.506,0.851,CRITICAL
SHIP-2026-09214,84,388.95,4.63,0.916,CRITICAL
SHIP-2026-09215,74,466.95,6.31,0.907,CRITICAL
SHIP-2026-09216,113,32.12,0.284,0.086,LOW
SHIP-2026-09217,119,184.92,1.554,0.886,CRITICAL
SHIP-2026-09218,72,615.0,8.542,0.838,CRITICAL
SHIP-2026-09219,45,772.58,17.168,0.919,CRITICAL
SHIP-2026-09220,117,319.55,2.731,0.885,CRITICAL
SHIP-2026-09221,98,1252.75,12.783,0.915,CRITICAL
SHIP-2026-09222,110,1370.85,12.462,0.961,CRITICAL
SHIP-2026-09223,30,1212.23,40.408,0.848,CRITICAL
SHIP-2026-09224,42,184.92,4.403,0.924,CRITICAL
SHIP-2026-09225,53,325.62,6.144,0.908,CRITICAL
SHIP-2026-09226,46,94.2,2.048,0.754,CRITICAL
SHIP-2026-09227,56,859.42,15.347,0.791,CRITICAL
SHIP-2026-09228,80,500.57,6.257,0.875,CRITICAL
SHIP-2026-09229,23,1151.13,50.049,0.915,CRITICAL
SHIP-2026-09230,30,822.73,27.424,0.807,CRITICAL
SHIP-2026-09231,25,897.5,35.9,0.8,CRITICAL
SHIP-2026-09232,63,795.43,12.626,0.791,CRITICAL
SHIP-2026-09233,56,1220.05,21.787,0.759,CRITICAL
SHIP-2026-09234,24,533.68,22.237,0.913,CRITICAL
SHIP-2026-09235,37,952.03,25.731,0.83,CRITICAL
SHIP-2026-09236,46,581.6,12.643,0.941,CRITICAL
SHIP-2026-09237,59,822.77,13.945,0.799,CRITICAL
SHIP-2026-09238,94,322.03,3.426,0.99,CRITICAL
SHIP-2026-09239,118,27.62,0.234,0.154,LOW
SHIP-2026-09240,109,411.92,3.779,0.804,CRITICAL
SHIP-2026-09241,81,216.5,2.673,0.846,CRITICAL
SHIP-2026-09242,117,359.28,3.071,0.92,CRITICAL
SHIP-2026-09243,62,936.7,15.108,0.818,CRITICAL
SHIP-2026-09244,48,196.02,4.084,0.767,CRITICAL
SHIP-2026-09245,40,380.57,9.514,0.722,HIGH
SHIP-2026-09246,35,904.82,25.852,0.838,CRITICAL
SHIP-2026-09247,55,622.8,11.324,0.767,CRITICAL
SHIP-2026-09248,68,758.8,11.159,0.806,CRITICAL
SHIP-2026-09249,64,973.3,15.208,0.903,CRITICAL
SHIP-2026-09250,82,319.37,3.895,0.989,CRITICAL
SHIP-2026-09251,76,684.37,9.005,0.853,CRITICAL
SHIP-2026-09252,111,1259.93,11.351,0.95,CRITICAL
SHIP-2026-09253,55,1253.62,22.793,0.851,CRITICAL
SHIP-2026-09254,31,992.22,32.007,0.812,CRITICAL
SHIP-2026-09255,58,631.03,10.88,0.806,CRITICAL
SHIP-2026-09256,101,187.53,1.857,0.805,CRITICAL
SHIP-2026-09257,17,636.68,37.452,0.812,CRITICAL
SHIP-2026-09258,16,1306.4,81.65,0.838,CRITICAL
SHIP-2026-09259,56,193.98,3.464,0.831,CRITICAL
SHIP-2026-09260,24,1166.98,48.624,0.747,HIGH
SHIP-2026-09261,44,1262.78,28.7,0.99,CRITICAL
SHIP-2026-09262,38,1284.08,33.792,0.924,CRITICAL
SHIP-2026-09263,25,1324.38,52.975,0.947,CRITICAL
SHIP-2026-09264,87,250.97,2.885,0.99,CRITICAL
SHIP-2026-09265,23,265.07,11.525,0.914,CRITICAL
SHIP-2026-09266,68,1408.92,20.719,0.903,CRITICAL
SHIP-2026-09267,43,364.6,8.479,0.812,CRITICAL
SHIP-2026-09268,77,257.73,3.347,0.733,HIGH
SHIP-2026-09269,60,1276.13,21.269,0.906,CRITICAL
SHIP-2026-09270,62,608.85,9.82,0.777,CRITICAL
SHIP-2026-09271,114,912.67,8.006,0.99,CRITICAL
SHIP-2026-09272,116,1256.95,10.836,0.772,CRITICAL
SHIP-2026-09273,52,1123.13,21.599,0.852,CRITICAL
SHIP-2026-09274,117,880.2,7.523,0.966,CRITICAL
SHIP-2026-09275,58,119.18,2.055,0.925,CRITICAL
SHIP-2026-09276,70,292.68,4.181,0.821,CRITICAL
SHIP-2026-09277,76,400.25,5.266,0.86,CRITICAL
SHIP-2026-09278,35,970.82,27.738,0.849,CRITICAL
SHIP-2026-09279,32,411.22,12.851,0.89,CRITICAL
SHIP-2026-09280,87,1283.18,14.749,0.892,CRITICAL
SHIP-2026-09281,44,1100.27,25.006,0.961,CRITICAL
SHIP-2026-09282,48,412.68,8.598,0.745,HIGH
SHIP-2026-09283,25,1188.77,47.551,0.749,HIGH
SHIP-2026-09284,42,454.03,10.81,0.816,CRITICAL
SHIP-2026-09285,78,1366.92,17.525,0.836,CRITICAL
SHIP-2026-09286,71,743.92,10.478,0.892,CRITICAL
SHIP-2026-09287,61,1197.23,19.627,0.828,CRITICAL
SHIP-2026-09288,41,330.0,8.049,0.907,CRITICAL
SHIP-2026-09289,57,168.2,2.951,0.935,CRITICAL
SHIP-2026-09290,33,1377.1,41.73,0.843,CRITICAL
SHIP-2026-09291,81,74.92,0.925,0.504,HIGH
SHIP-2026-09292,36,1437.95,39.943,0.871,CRITICAL
SHIP-2026-09293,68,501.32,7.372,0.823,CRITICAL
SHIP-2026-09294,79,1096.23,13.876,0.791,CRITICAL
SHIP-2026-09295,102,1219.42,11.955,0.95,CRITICAL
SHIP-2026-09296,30,81.52,2.717,0.837,CRITICAL
SHIP-2026-09297,118,1291.02,10.941,0.915,CRITICAL
SHIP-2026-09298,68,668.05,9.824,0.771,CRITICAL
SHIP-2026-09299,75,1111.0,14.813,0.88,CRITICAL
SHIP-2026-09300,81,560.88,6.924,0.871,CRITICAL
SHIP-2026-09301,113,531.58,4.704,0.884,CRITICAL
SHIP-2026-09302,81,1049.67,12.959,0.924,CRITICAL
SHIP-2026-09303,120,487.48,4.062,0.786,CRITICAL
SHIP-2026-09304,24,233.75,9.74,0.99,CRITICAL
SHIP-2026-09305,80,1121.18,14.015,0.851,CRITICAL
SHIP-2026-09306,81,356.3,4.399,0.916,CRITICAL
SHIP-2026-09307,82,234.38,2.858,0.894,CRITICAL
SHIP-2026-09308,62,1196.4,19.297,0.942,CRITICAL
SHIP-2026-09309,106,1332.82,12.574,0.803,CRITICAL
SHIP-2026-09310,28,1273.58,45.485,0.84,CRITICAL
SHIP-2026-09311,25,975.52,39.021,0.815,CRITICAL
SHIP-2026-09312,83,1449.22,17.46,0.818,CRITICAL
SHIP-2026-09313,64,474.68,7.417,0.99,CRITICAL
SHIP-2026-09314,47,1327.75,28.25,0.875,CRITICAL
SHIP-2026-09315,44,102.37,2.327,0.938,CRITICAL
SHIP-2026-09316,76,680.25,8.951,0.806,CRITICAL
SHIP-2026-09317,109,1386.47,12.72,0.85,CRITICAL
SHIP-2026-09318,30,277.68,9.256,0.9,CRITICAL
SHIP-2026-09319,79,885.98,11.215,0.84,CRITICAL
SHIP-2026-09320,62,17.12,0.276,0.089,LOW
SHIP-2026-09321,53,977.98,18.452,0.801,CRITICAL
SHIP-2026-09322,98,170.05,1.735,0.833,CRITICAL
SHIP-2026-09323,21,1035.37,49.303,0.846,CRITICAL
SHIP-2026-09324,52,380.48,7.317,0.766,CRITICAL
SHIP-2026-09325,65,97.05,1.493,0.809,CRITICAL
SHIP-2026-09326,110,233.73,2.125,0.799,CRITICAL
SHIP-2026-09327,72,671.05,9.32,0.779,CRITICAL
SHIP-2026-09328,37,272.18,7.356,0.923,CRITICAL
SHIP-2026-09329,74,1244.1,16.812,0.902,CRITICAL
SHIP-2026-09330,87,1154.4,13.269,0.921,CRITICAL
SHIP-2026-09331,101,477.37,4.726,0.895,CRITICAL
SHIP-2026-09332,30,19.4,0.647,0.317,MEDIUM
SHIP-2026-09333,32,900.2,28.131,0.726,HIGH
SHIP-2026-09334,70,117.82,1.683,0.883,CRITICAL
SHIP-2026-09335,40,220.67,5.517,0.912,CRITICAL
SHIP-2026-09336,33,292.0,8.848,0.827,CRITICAL
SHIP-2026-09337,68,513.13,7.546,0.99,CRITICAL
SHIP-2026-09338,99,219.03,2.212,0.838,CRITICAL
SHIP-2026-09339,35,1040.95,29.741,0.773,CRITICAL
SHIP-2026-09340,28,639.25,22.83,0.801,CRITICAL
SHIP-2026-09341,26,383.18,14.738,0.878,CRITICAL
SHIP-2026-09342,79,942.28,11.928,0.921,CRITICAL
SHIP-2026-09343,20,312.42,15.621,0.829,CRITICAL
SHIP-2026-09344,67,1124.63,16.786,0.747,HIGH
SHIP-2026-09345,31,1238.4,39.948,0.883,CRITICAL
SHIP-2026-09346,27,416.25,15.417,0.914,CRITICAL
SHIP-2026-09347,53,748.77,14.128,0.99,CRITICAL
SHIP-2026-09348,51,450.92,8.842,0.99,CRITICAL
SHIP-2026-09349,93,800.15,8.604,0.867,CRITICAL
SHIP-2026-09350,26,1180.67,45.41,0.99,CRITICAL
SHIP-2026-09351,31,711.15,22.94,0.828,CRITICAL
SHIP-2026-09352,30,912.92,30.431,0.87,CRITICAL
SHIP-2026-09353,117,1304.32,11.148,0.986,CRITICAL
SHIP-2026-09354,60,91.9,1.532,0.784,CRITICAL
SHIP-2026-09355,117,784.55,6.706,0.906,CRITICAL
SHIP-2026-09356,89,619.6,6.962,0.826,CRITICAL
SHIP-2026-09357,29,460.02,15.863,0.792,CRITICAL
SHIP-2026-09358,65,1359.93,20.922,0.839,CRITICAL
SHIP-2026-09359,118,1017.53,8.623,0.767,CRITICAL
SHIP-2026-09360,34,1225.87,36.055,0.948,CRITICAL
SHIP-2026-09361,98,176.18,1.798,0.815,CRITICAL
SHIP-2026-09362,31,442.48,14.274,0.884,CRITICAL
SHIP-2026-09363,119,1337.73,11.241,0.868,CRITICAL
SHIP-2026-09364,39,733.87,18.817,0.915,CRITICAL
SHIP-2026-09365,48,56.28,1.173,0.805,CRITICAL
SHIP-2026-09366,47,607.93,12.935,0.858,CRITICAL
SHIP-2026-09367,68,1345.65,19.789,0.99,CRITICAL
SHIP-2026-09368,24,483.82,20.159,0.946,CRITICAL
SHIP-2026-09369,49,1072.88,21.896,0.743,HIGH
SHIP-2026-09370,37,943.92,25.511,0.851,CRITICAL
SHIP-2026-09371,60,66.12,1.102,0.932,CRITICAL
SHIP-2026-09372,28,1179.55,42.127,0.829,CRITICAL
SHIP-2026-09373,52,1062.28,20.428,0.845,CRITICAL
SHIP-2026-09374,90,1175.52,13.061,0.936,CRITICAL
SHIP-2026-09375,42,789.45,18.796,0.853,CRITICAL
SHIP-2026-09376,56,140.2,2.504,0.767,CRITICAL
SHIP-2026-09377,46,1418.62,30.84,0.871,CRITICAL
SHIP-2026-09378,59,745.78,12.64,0.823,CRITICAL
SHIP-2026-09379,63,1256.7,19.948,0.775,CRITICAL
SHIP-2026-09380,46,794.23,17.266,0.842,CRITICAL
SHIP-2026-09381,117,981.02,8.385,0.882,CRITICAL
SHIP-2026-09382,25,1347.3,53.892,0.861,CRITICAL
SHIP-2026-09383,60,185.93,3.099,0.814,CRITICAL
SHIP-2026-09384,39,1031.27,26.443,0.898,CRITICAL
SHIP-2026-09385,90,317.4,3.527,0.86,CRITICAL
SHIP-2026-09386,80,210.12,2.627,0.846,CRITICAL
SHIP-2026-09387,85,646.15,7.602,0.831,CRITICAL
SHIP-2026-09388,30,39.45,1.315,0.954,CRITICAL
SHIP-2026-09389,62,516.57,8.332,0.723,HIGH
SHIP-2026-09390,20,1051.6,52.58,0.803,CRITICAL
SHIP-2026-09391,52,589.18,11.33,0.738,HIGH
SHIP-2026-09392,70,88.68,1.267,0.981,CRITICAL
SHIP-2026-09393,38,898.8,23.653,0.81,CRITICAL
SHIP-2026-09394,81,320.12,3.952,0.941,CRITICAL
SHIP-2026-09395,62,1357.77,21.9,0.815,CRITICAL
SHIP-2026-09396,79,598.97,7.582,0.792,CRITICAL
SHIP-2026-09397,43,1305.8,30.367,0.857,CRITICAL
SHIP-2026-09398,62,937.08,15.114,0.99,CRITICAL
SHIP-2026-09399,22,1290.27,58.649,0.921,CRITICAL
SHIP-2026-09400,77,515.63,6.696,0.901,CRITICAL
SHIP-2026-09401,56,698.63,12.476,0.908,CRITICAL
SHIP-2026-09402,37,985.6,26.638,0.913,CRITICAL
SHIP-2026-09403,64,878.98,13.734,0.781,CRITICAL
SHIP-2026-09404,103,222.35,2.159,0.885,CRITICAL
SHIP-2026-09405,40,667.82,16.696,0.882,CRITICAL
SHIP-2026-09406,33,330.83,10.025,0.811,CRITICAL
SHIP-2026-09407,55,443.83,8.07,0.915,CRITICAL
SHIP-2026-09408,99,787.65,7.956,0.797,CRITICAL
SHIP-2026-09409,90,488.73,5.43,0.905,CRITICAL
SHIP-2026-09410,119,637.87,5.36,0.989,CRITICAL
SHIP-2026-09411,79,471.1,5.963,0.827,CRITICAL
SHIP-2026-09412,112,524.3,4.681,0.753,CRITICAL
SHIP-2026-09413,46,1290.05,28.045,0.818,CRITICAL
SHIP-2026-09414,32,1348.77,42.149,0.877,CRITICAL
SHIP-2026-09415,30,182.52,6.084,0.753,CRITICAL
SHIP-2026-09416,30,559.5,18.65,0.823,CRITICAL
SHIP-2026-09417,89,1246.05,14.001,0.788,CRITICAL
SHIP-2026-09418,93,956.38,10.284,0.808,CRITICAL
SHIP-2026-09419,82,505.02,6.159,0.901,CRITICAL
SHIP-2026-09420,49,481.22,9.821,0.739,HIGH
SHIP-2026-09421,103,812.88,7.892,0.948,CRITICAL
SHIP-2026-09422,40,676.25,16.906,0.864,CRITICAL
SHIP-2026-09423,69,1290.48,18.703,0.922,CRITICAL
SHIP-2026-09424,30,1287.23,42.908,0.808,CRITICAL
SHIP-2026-09425,37,120.8,3.265,0.845,CRITICAL
SHIP-2026-09426,42,1214.82,28.924,0.784,CRITICAL
SHIP-2026-09427,79,190.17,2.407,0.876,CRITICAL
SHIP-2026-09428,119,472.92,3.974,0.832,CRITICAL
SHIP-2026-09429,80,1421.7,17.771,0.99,CRITICAL
SHIP-2026-09430,61,1207.78,19.8,0.932,CRITICAL
SHIP-2026-09431,47,516.53,10.99,0.933,CRITICAL
SHIP-2026-09432,45,543.83,12.085,0.852,CRITICAL
SHIP-2026-09433,81,127.48,1.574,0.848,CRITICAL
SHIP-2026-09434,28,278.08,9.931,0.814,CRITICAL
SHIP-2026-09435,65,1213.55,18.67,0.921,CRITICAL
SHIP-2026-09436,52,961.92,18.498,0.943,CRITICAL
SHIP-2026-09437,71,545.93,7.689,0.755,CRITICAL
SHIP-2026-09438,26,1233.53,47.443,0.99,CRITICAL
SHIP-2026-09439,73,250.03,3.425,0.794,CRITICAL
SHIP-2026-09440,110,1064.18,9.674,0.927,CRITICAL
SHIP-2026-09441,70,883.38,12.62,0.812,CRITICAL
SHIP-2026-09442,108,953.62,8.83,0.832,CRITICAL
SHIP-2026-09443,85,1119.78,13.174,0.83,CRITICAL
SHIP-2026-09444,39,432.37,11.086,0.848,CRITICAL
SHIP-2026-09445,24,706.85,29.452,0.745,HIGH
SHIP-2026-09446,30,1168.63,38.954,0.72,HIGH
SHIP-2026-09447,54,1259.15,23.318,0.727,HIGH
SHIP-2026-09448,112,19.6,0.175,0.122,LOW
SHIP-2026-09449,74,259.47,3.506,0.812,CRITICAL
SHIP-2026-09450,24,1211.75,50.49,0.832,CRITICAL
SHIP-2026-09451,110,815.38,7.413,0.948,CRITICAL
SHIP-2026-09452,78,1032.63,13.239,0.99,CRITICAL
SHIP-2026-09453,58,828.4,14.283,0.883,CRITICAL
SHIP-2026-09454,74,628.05,8.487,0.99,CRITICAL
SHIP-2026-09455,105,1396.87,13.304,0.906,CRITICAL
SHIP-2026-09456,65,1131.83,17.413,0.886,CRITICAL
SHIP-2026-09457,97,901.45,9.293,0.881,CRITICAL
SHIP-2026-09458,66,1039.95,15.757,0.926,CRITICAL
SHIP-2026-09459,62,390.73,6.302,0.844,CRITICAL
SHIP-2026-09460,38,865.28,22.771,0.752,CRITICAL
SHIP-2026-09461,62,1171.27,18.891,0.767,CRITICAL
SHIP-2026-09462,34,19.65,0.578,0.063,LOW
SHIP-2026-09463,67,644.08,9.613,0.831,CRITICAL
